ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Nitrospinota	263
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Calditrichota	197
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Chrysiogenota	157
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Dictyoglomota	122
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Atribacterota	84
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Caldisericota	33
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Coprothermobacterota	10
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Bacteroidota	6733824
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Chlorobiota	2002
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Rhodothermota	815
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Ignavibacteriota	164
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Balneolota	92
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Gemmatimonadota	566
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Fibrobacterota	553
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Candidatus	71
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Bacillota	4122281
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Actinomycetota	277321
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Cyanobacteriota	9459
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Deinococcota	5120
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Chloroflexota	3134
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Mycoplasmatota	2985
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Thermomicrobiota	568
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Armatimonadota	466
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Pseudomonadota	442353
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Verrucomicrobiota	172896
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Planctomycetota	6615
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Kiritimatiellota	489
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Chlamydiota	302
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Candidatus	125
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Lentisphaerota	41
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Thermodesulfobacteriota	43268
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Spirochaetota	8137
